authors,title,abstract,cited,year,doi,chazal
"Pokaprakarn, T; Kitzmiller, RR; Moorman, JR; Lake, DE; Krishnamurthy, AK; Kosorok, MR",Sequence to Sequence ECG Cardiac Rhythm Classification Using Convolutional Recurrent Neural Networks,"This paper proposes a novel deep learning architecture involving combinations of Convolutional Neural Networks (CNN) layers and Recurrent neural networks (RNN) layers that can be used to perform segmentation and classification of 5 cardiac rhythms based on ECG recordings. The algorithm is developed in a sequence to sequence setting where the input is a sequence of five second ECG signal sliding windows and the output is a sequence of cardiac rhythm labels. The novel architecture processes as input both the spectrograms of the ECG signal as well as the heartbeats' signal waveform. Additionally, we are able to train the model in the presence of label noise. The model's performance and generalizability is verified on an external database different from the one we used to train. Experimental result shows this approach can achieve an average F1 scores of 0.89 (averaged across 5 classes). The proposed model also achieves comparable classification performance to existing state-of-the-art approach with considerably less number of training parameters.",31,2022,http://dx.doi.org/10.1109/JBHI.2021.3098662,No
"Degirmenci, M; Ozdemir, MA; Izci, E; Akan, A",Arrhythmic Heartbeat Classification Using 2D Convolutional Neural Networks,"Background: Electrocardiogram (ECG) is a method of recording the electrical activity of the heart and it provides a diagnostic means for heart-related diseases. Arrhythmia is any irregularity of the heartbeat that causes an abnormality in the heart rhythm. Early detection of arrhythmia has great importance to prevent many diseases. Manual analysis of ECG recordings is not practical for quickly identifying arrhythmias that may cause sudden deaths. Hence, many studies have been presented to develop computer-aided-diagnosis (CAD) systems to automatically identify arrhythmias.Methods: This paper proposes a novel deep learning approach to identify arrhythmias in ECG signals. The proposed approach identifies arrhythmia classes using Convolutional Neural Network (CNN) trained by two-dimensional (2D) ECG beat images. Firstly, ECG signals, which consist of 5 different arrhythmias, are segmented into heartbeats which are transformed into 2D grayscale images. Afterward, the images are used as input for training a new CNN architecture to classify heartbeats.Results: The experimental results show that the classification performance of the proposed approach reaches an overall accuracy of 99.7%, sensitivity of 99.7%, and specificity of 99.22% in the classification of five different ECG arrhythmias. Further, the proposed CNN architecture is compared to other popular CNN architectures such as LeNet and ResNet-50 to evaluate the performance of the study.Conclusions: Test results demonstrate that the deep network trained by ECG images provides outstanding classification performance of arrhythmic ECG signals and outperforms similar network architectures. Moreover, the proposed method has lower computational costs compared to existing methods and is more suitable for mobile device-based diagnosis systems as it does not involve any complex preprocessing process. Hence, the proposed approach provides a simple and robust automatic cardiac arrhythmia detection scheme for the classification of ECG arrhythmias.(c) 2021 AGBM. Published by Elsevier Masson SAS. All rights reserved.",30,2022,http://dx.doi.org/10.1016/j.irbm.2021.04.002,No
"Malik, J; Devecioglu, OC; Kiranyaz, S; Ince, T; Gabbouj, M",Real-Time Patient-Specific ECG Classification by 1D Self-Operational Neural Networks,"Objective: Despitethe proliferation of numerous deep learning methods proposed for generic ECG classification and arrhythmia detection, compact systems with the real-time ability and high accuracy for classifying patient-specific ECG are still few. Particularly, the scarcity of patient-specific data poses an ultimate challenge to any classifier. Recently, compact 1D Convolutional Neural Networks (CNNs) have achieved the state-of-the-art performance level for the accurate classification of ventricular and supraventricular ectopic beats. However, several studies have demonstrated the fact that the learning performance of the conventional CNNs is limited because they are homogenous networks with a basic (linear) neuron model. In order to address this deficiency and further boost the patient-specific ECG classification performance, in this study, we propose 1D Self-organized Operational Neural Networks (1D Self-ONNs). Methods: Due to its self-organization capability, Self-ONNs have the utmost advantage and superiority over conventional ONNs where the prior operator search within the operator set library to find the best possible set of operators is entirely avoided. Results: Under AAMI recommendations and with minimal common training data used, over the entire MIT-BIH dataset 1D Self-ONNs have achieved 98% and 99.04% average accuracies, 76.6% and 93.7% average F1 scores on supra-ventricular and ventricular ectopic beat (VEB) classifications, respectively, which is the highest performance level ever reported. Conclusion: As the first study where 1D Self-ONNs are ever proposed for a classification task, our results over the MIT-BIH arrhythmia benchmark database demonstrate that 1D Self-ONNs can surpass 1D CNNs with a significant margin while having a similar computational complexity.",28,2022,http://dx.doi.org/10.1109/TBME.2021.3135622,No
"Bing, PP; Liu, Y; Liu, W; Zhou, J; Zhu, LM",Electrocardiogram classification using TSST-based spectrogram and ConViT,"As an important auxiliary tool of arrhythmia diagnosis, Electrocardiogram (ECG) is frequently utilized to detect a variety of cardiovascular diseases caused by arrhythmia, such as cardiac mechanical infarction. In the past few years, the classification of ECG has always been a challenging problem. This paper presents a novel deep learning model called convolutional vision transformer (ConViT), which combines vision transformer (ViT) with convolutional neural network (CNN), for ECG arrhythmia classification, in which the unique soft convolutional inductive bias of gated positional self-attention (GPSA) layers integrates the superiorities of attention mechanism and convolutional architecture. Moreover, the time-reassigned synchrosqueezing transform (TSST), a newly developed time-frequency analysis (TFA) method where the time-frequency coefficients are reassigned in the time direction, is employed to sharpen pulse traits for feature extraction. Aiming at the class imbalance phenomena in the traditional ECG database, the smote algorithm and focal loss (FL) are used for data augmentation and minority-class weighting, respectively. The experiment using MIT-BIH arrhythmia database indicates that the overall accuracy of the proposed model is as high as 99.5%. Furthermore, the specificity (Spe), F1-Score and positive Matthews Correlation Coefficient (MCC) of supra ventricular ectopic beat (S) and ventricular ectopic beat (V) are all more than 94%. These results demonstrate that the proposed method is superior to most of the existing methods.",27,2022,http://dx.doi.org/10.3389/fcvm.2022.983543,No
"Ribeiro, HD; Arnold, A; Howard, JP; Shun-Shin, MJ; Zhang, Y; Francis, DP; Lim, PB; Whinnett, Z; Zolgharni, M",ECG-based real-time arrhythmia monitoring using quantized deep neural networks: A feasibility study,"Continuous ambulatory cardiac monitoring plays a critical role in early detection of abnormality in at-risk patients, thereby increasing the chance of early intervention. In this study, we present an automated ECG classification approach for distinguishing between healthy heartbeats and pathological rhythms. The proposed lightweight solution uses quantized one-dimensional deep convolutional neural networks and is ideal for realtime continuous monitoring of cardiac rhythm, capable of providing one output prediction per second. Raw ECG data is used as the input to the classifier, eliminating the need for complex data preprocessing on lowpowered wearable devices. In contrast to many compute-intensive approaches, the data analysis can be carried out locally on edge devices, providing privacy and portability. The proposed lightweight solution is accurate (sensitivity of 98.5% and specificity of 99.8%), and implemented on a smartphone, it is energy-efficient and fast, requiring 5.85 mJ and 7.65 ms per prediction, respectively.",24,2022,http://dx.doi.org/10.1016/j.compbiomed.2022.105249,No
"Feng, PP; Fu, J; Ge, ZY; Wang, HY; Zhou, YJ; Zhou, B; Wang, ZM",Unsupervised semantic-aware adaptive feature fusion network for arrhythmia detection,"An electrocardiogram (ECG) consists of complex P-QRS-T waves. Detecting long-term ECG recordings is time-consuming and error-prone for cardiologists. Deep neural networks (DNNs) can learn deep representations and empower automatic arrhythmia detection. However, when applying DNNs in practice, they usually suffer from domain shift that exits between the training data and testing data. Such shift can be caused by the high variability contained in ECG signals between patients and internal-variability of heartbeats for same patients, leading to degrading performance and impeding generalization of DNNs. To tackle this problem, we propose an unsupervised semantic-aware adaptive feature fusion network (USAFFN) to reduce such shift by alleviating the semantic distribution discrepancy between the feature spaces of two domains. Furthermore, an ECG contains rich information from different angles (beat, rhythm, and frequency levels), which is essential for arrhythmia detection. Therefore, a multi-perspective adaptive feature fusion (MPAFF) module is introduced to extract informative ECG representations. The experimental results show that the detection performance of our approach is highly competitive with the upper bound of alternative methods on the ARDB, and the generalization is confirmed on the INCART and LTDB. (c) 2021 Elsevier Inc. All rights reserved.",22,2022,http://dx.doi.org/10.1016/j.ins.2021.09.046,Yes
"Chu, HM; Yan, YL; Gan, LJ; Jia, H; Qian, LY; Huan, YX; Zheng, LR; Zou, Z",A Neuromorphic Processing System With Spike-Driven SNN Processor for Wearable ECG Classification,"This paper presents a neuromorphic processing system with a spike-driven spiking neural network (SNN) processor design for always-on wearable electrocardiogram (ECG) classification. In the proposed system, the ECG signal is captured by level crossing (LC) sampling, achieving native temporal codingwith single-bit data representation, which is directly fed into an SNN in an event-drivenmanner. A hardware-aware spatio-temporal backpropagation (STBP) is suggested as the training scheme to adapt to the LC-based data representation and to generate lightweight SNN models. Such a training scheme diminishes the firing rate of the network with little plenty of classification accuracy loss, thus reducing the switching activity of the circuits for low-power operation. A specialized SNN processor is designed with the spike-driven processing flow and hierarchicalmemory access scheme. Validated with field programmable gate arrays (FPGA) and evaluated in 40 nm CMOS technology for application-specific integrated circuit (ASIC) design, theSNNprocessor can achieve 98.22% classification accuracy on the MIT-BIH database for 5-category classification, with an energy efficiency of 0.75 mu J/classification.",22,2022,http://dx.doi.org/10.1109/TBCAS.2022.3189364,No
"Ran, SL; Yang, XY; Liu, M; Zhang, Y; Cheng, C; Zhu, HL; Yuan, Y",Homecare-Oriented ECG Diagnosis With Large-Scale Deep Neural Network for Continuous Monitoring on Embedded Devices,"The accurate electrocardiogram (ECG) interpretation is important for several potentially life-threatening cardiac diseases. Recently developed deep learning methods show their ability to distinguish some severe heart diseases. However, since deep neural network requires a high cost on memory consumption and computation, implementation scenarios of these interpretation methods are constrained to nonportable devices. Few commercial portable devices only have heartbeat detection ability, and therefore, only a few simple cardiac diseases can be diagnosed. In this article, to achieve diagnosing a wide range of cardiac diseases and continuous monitoring, a homecare-oriented ECG diagnosis platform is designed based on a large-scale multilabel deep conventional neural network. The accuracy of the proposed neural network model is guaranteed by our constructed large-scale ECG dataset, which is comprised of 206 468 standard 12-lead ECG recordings from 89 488 patients, with respect to 26 types of most common heart rhythms and conduction abnormalities. Meanwhile, targeting lightweight homecare or wearable applications, algorithm-hardware co-optimization is conducted to accelerate the model computation on an embedded platform with field-programmable gate array (FPGA) for continuous monitoring. Channel-level pruning and parameters quantization strategy are employed to optimize the network, and a reconfigurable accelerator hardware architecture is designed to accelerate the convolution computation on FPGA. The final quantified model achieved a promising score of 0.913 & x0025; and 86.7 & x0025; exact match ratio, in which parameters and floating-point operations per second (FLOPs) are significantly penalized compared to the original large-scale model. Real-time analysis is performed. Specifically, the average processing time for each ECG record is 2.895 s, and it can be applied to homecare or portable ECG diagnosis devices for continuous monitoring.",21,2022,http://dx.doi.org/10.1109/TIM.2022.3147328,No
"Tesfai, H; Saleh, H; Al-Qutayri, M; Mohammad, MB; Tekeste, T; Khandoker, A; Mohammad, B",Lightweight Shufflenet Based CNN for Arrhythmia Classification,"Recent advances in artificial intelligence (AI) and continuous monitoring of patients using wearable devices have enhanced the accuracy of diagnosing various arrhythmias, from the captured Electrocardiogram (ECG) signals. Achieving high accuracy when using Deep Neural Network (DNN) for ECG classification is accomplished at the cost of compute and memory intensive operations, thus limiting its deployment to devices with high computing capabilities, and makes it unsuitable for wearable edge devices. To facilitate the deployment of deep neural networks on wearable mobile edge devices with limited resources, a lightweight Convolution Neural Network (CNN) model based on the ShuffleNet architecture is proposed and implemented as a solution in this paper. A sliding window of variable stride is used to increase the number of under-represented classes in the database. Moreover, a novel encoding scheme is employed for labelling and training test set samples, allowing the model to detect multiple classes in one ECG segment. A loss function (Focal loss) that proved to be effective when applied for DNN training on an imbalanced dataset was also explored in this work. The proposed model outperformed traditional CNN with 9x less trainable parameters and improved the F1-score by 2%.",13,2022,http://dx.doi.org/10.1109/ACCESS.2022.3215665,No
"Xing, YX; Zhang, L; Hou, ZX; Li, XR; Shi, YT; Yuan, YY; Zhang, F; Liang, S; Li, ZZ; Yan, L",Accurate ECG Classification Based on Spiking Neural Network and Attentional Mechanism for Real-Time Implementation on Personal Portable Devices,"Electrocardiogram (ECG) heartbeat classification plays a vital role in early diagnosis and effective treatment, which provide opportunities for earlier prevention and intervention. In an effort to continuously monitor and detect abnormalities in patients' ECG signals on portable devices, this paper present a lightweight ECG heartbeat classification method based on a spiking neural network (SNN), a relatively shallow SNN model integrated with a channel-wise attentional module. We further explore the best-optimized architecture, which benefits from leveraging the full advantages of the SNN potential with the attention mechanism to process the classification task at low power and capture prominent features concerning the time, morphology, and multi-channel representations of the ECG signal. Results show that our model achieves overall classification accuracy of 98.26%, sensitivity of 94.75%, and F1 score of 89.09% on the MIT-BIH database, with energy consumption of 346.33 mu J per beat and runtime of 1.37 ms. Moreover, we have conducted multiple experiments to compare against current state-of-the-art methods using their assessment strategies to evaluate our model implementation on FPGA. So far, our work achieves comparable overall performance with all the literature in terms of classification accuracy, energy consumption, and real-time capability.",12,2022,http://dx.doi.org/10.3390/electronics11121889,No
"Shao, MG; Zhou, ZH; Bin, GY; Bai, YP; Wu, SC",A Wearable Electrocardiogram Telemonitoring System for Atrial Fibrillation Detection,"In this paper we proposed a wearable electrocardiogram (ECG) telemonitoring system for atrial fibrillation (AF) detection based on a smartphone and cloud computing. A wearable ECG patch was designed to collect ECG signals and send the signals to an Android smartphone via Bluetooth. An Android APP was developed to display the ECG waveforms in real time and transmit every 30 s ECG data to a remote cloud server. A machine learning (CatBoost)-based ECG classification method was proposed to detect AF in the cloud server. In case of detected AF, the cloud server pushed the ECG data and classification results to the web browser of a doctor. Finally, the Android APP displayed the doctor's diagnosis for the ECG signals. Experimental results showed the proposed CatBoost classifier trained with 17 selected features achieved an overall F-1 score of 0.92 on the test set (n = 7270). The proposed wearable ECG monitoring system may potentially be useful for long-term ECG telemonitoring for AF detection.",32,2020,http://dx.doi.org/10.3390/s20030606,No
"Yin, Y; Abubakar, SM; Tan, SY; Shi, JH; Yang, PL; Yang, WD; Jiang, HJ; Wang, ZH; Jia, W; Seng-Pan, U",A 2.63 μW ECG Processor With Adaptive Arrhythmia Detection and Data Compression for Implantable Cardiac Monitoring Device,"An ultra-low power ECG processor ASIC (application specific integrated circuit) with R-wave detection and data compression is presented, which is designed for the long-term implantable cardiac monitoring (ICM) device for arrhythmia diagnosis. An adaptive derivative-based detection algorithm with low computation overhead for potential arrhythmia recording is proposed to detect arrhythmia with the occasional abnormal heart beats. In order to save as much as possible cardiac information with the limited memory size available in the ICM device, a hierarchical data buffer structure is proposed which saves 3 types of data, including the raw ECG data segments of 2 seconds, compressed ECG data segments of 45 seconds, and R-peak values and interval lengths of >2000 beat cycles. A modified swinging-door-trending (SDT) method is proposed for the ECG data compression. The ASIC has been implemented based on fully-customized near-threshold standard cells using the thick-gate transistors in 65-nm CMOS technology for low dynamic power consumption and leakage. The ASIC core occupies a die area of 1.77 mm(2). The measured total power is 2.63 mu W, which is among the ECG processors with the lowest core power consumption. It exhibits a relatively high positive precision rate (P+) of 99.3% with a sensitivity of 98.2%, in contrast to the similar designs in literature with the same core power consumption level. Also, an ECG data compression ratio (CR) of up to 17.0 has been achieved, with a good trade-off between the compression efficiency and loss.",24,2021,http://dx.doi.org/10.1109/TBCAS.2021.3100434,Yes
"Raj, S; Ray, KC",A Personalized Arrhythmia Monitoring Platform,"Arrhythmia detection is the core of cardiovascular disease diagnosis. Though, there is no such generic solution for detecting the arrhythmias at the moment they occur which is due to the non-stationary nature and inter-patient variations of ECG signals. The feature extraction and classification techniques are significant tools widely used in the automated classification of arrhythmias. This study aims to develop a personalized arrhythmia monitoring platform allowing real-time detection of arrhythmias from the subject's electrocardiogram (ECG) signal for point-of-care usage. A novel method, i.e. discrete orthogonal stockwell transform (DOST) technique for feature extraction is employed to capture the significant time-frequency coefficients to constitute the feature set representing each of the ECG signals. These coefficients or features are classified using artificial bee colony (ABC) optimized twin least-square support vector machine (LSTSVM) for classifying the different categories of ECG signals. The ABC optimizes the dimension of the feature set and the learning parameters of the classifier. The proposed method is prototyped on the commercially available ARM-based embedded platform and validated on the benchmark MIT-BIH arrhythmia database. Further, the prototype is evaluated under two schemes, i.e. class and personalized schemes which reported a higher overall accuracy of 96.29% and 96.08% in the respective schemes than the existing works to the state-of-art CVDs diagnosis.",23,2018,http://dx.doi.org/10.1038/s41598-018-29690-2,No
"Tsoutsouras, V; Koliogeorgi, K; Xydis, S; Soudris, D",An Exploration Framework for Efficient High-Level Synthesis of Support Vector Machines: Case Study on ECG Arrhythmia Detection for Xilinx Zynq SoC,"In recent years, Support Vector Machine (SVM) classifiers have played a crucial role in providing data fusion and high accuracy classification solutions for various, complex, non-linear problems. Their popularity accompanied by the ever-increasing need of implementing it on computationally weak, portable or even wearable systems has refueled the effort to accelerate their execution. In this paper, we explore FPGA-based acceleration to produce efficient SVM hardware co-processors. We propose a systematic two-level approach for SVM acceleration, which first optimizes the global structure of the original SVM's behavioral description to exploit the data- and instruction-level parallelism and then further refines it through a targeted design exploration that matches the accelerator's memory architecture to its computation and memory access patterns. The proposed methodology has been implemented as a framework on top of Vivado High-Level Synthesis (HLS) tool. We evaluate the effectiveness of the methodology through a rich set of analysis and validation results, which show that its adoption delivers SVM accelerator designs achieving latency gains of up to 98.78 % in respect to Vivado-HLS default optimized solution. Finally, using as a case study an ECG analysis and Arrhythmia detection system we show that a target Zynq programmable SoC utilizing the optimized SVM accelerator design outperforms pure software implementations in numerous single or dual core target platforms, achieving speedups, which range from 10x up to 78x.",22,2017,http://dx.doi.org/10.1007/s11265-017-1230-1,No
"Sakib, S; Fouda, MM; Fadlullah, ZM; Nasser, N; Alasmary, W",A Proof-of-Concept of Ultra-Edge Smart IoT Sensor: A Continuous and Lightweight Arrhythmia Monitoring Approach,"Due to the proliferation of the Internet of Things (IoT), the IoT devices are becoming utilized at the edge network at a much higher rate. Conventionally, the IoT devices lack the computation resources required for carrying out ultra-edge analytics. In this paper, we go beyond the typical edge analytics paradigm, which is mostly limited to user-smartphones, and investigate how to embed intelligence into the ultra-edge IoT sensors. To conceptualize the smart IoT sensors with enhanced intelligence, we select the arrhythmia detection task employing Electrocardiogram (ECG) trace as one of the mobile health (mHealth) cases. The existing approaches are not feasible for ultra-edge IoT sensors due to the extensive noise-filtering and manual feature extraction phase. Hence, in this paper, to facilitate the analytics, we propose a Deep Learning-based Lightweight Arrhythmia Classification (DL-LAC) method, which employs only single-lead ECG trace and does not require noise-filtering and manual feature extraction steps. As the proposed technique, we design a one-dimensional Convolutional Neural Network (CNN) architecture. Complying with the ANSI/AAMI EC57:1998 standard, four heartbeat types are taken into consideration as class labels. The efficiency and the generalization ability of the proposed model are evaluated, employing four different datasets from PhysioNet. The experimental results demonstrate that the proposed DL method outperforms traditional methods such as the Delay Differential Equation (DDE)-based optimization, K-Nearest Neighbor (KNN), and Random Forest (RF). The proposed DL-LAC illustrates encouraging performance in terms of time and memory requirement when the trained model is transferred to virtualized microcontrollers connected to IoT sensors.",20,2021,http://dx.doi.org/10.1109/ACCESS.2021.3056509,No
"Rincon, JA; Guerra-Ojeda, S; Carrascosa, C; Julian, V",An IoT and Fog Computing-Based Monitoring System for Cardiovascular Patients with Automatic ECG Classification Using Deep Neural Networks,"Telemedicine and all types of monitoring systems have proven to be a useful and low-cost tool with a high level of applicability in cardiology. The objective of this work is to present an IoT-based monitoring system for cardiovascular patients. The system sends the ECG signal to a Fog layer service by using the LoRa communication protocol. Also, it includes an AI algorithm based on deep learning for the detection of Atrial Fibrillation and other heart rhythms. The automatic detection of arrhythmias can be complementary to the diagnosis made by the physician, achieving a better clinical vision that improves therapeutic decision making. The performance of the proposed system is evaluated on a dataset of 8.528 short single-lead ECG records using two merge MobileNet networks that classify data with an accuracy of 90% for atrial fibrillation.",17,2020,http://dx.doi.org/10.3390/s20247353,No
"Obeidat, Y; Alqudah, AM",A Hybrid Lightweight 1D CNN-LSTM Architecture for Automated ECG Beat-Wise Classification,"In this paper we have utilized a hybrid lightweight 1D deep learning model that combines convolutional neural network (CNN) and long short-term memory (LSTM) methods for accurate, fast, and automated beat-wise ECG classification. The CNN and LSTM models were designed separately to compare with the hybrid CNN-LSTM model in terms of accuracy, number of parameters, and the time required for classification. The hybrid CNNLSTM system provides an automated deep feature extraction and classification for six ECG beats classes including Normal Sinus Rhythm (NSR), atrial fibrillation (AFIB), atrial flutter (AFL), atrial premature beat (APB), left bundle branch block (LBBB), and right bundle branch block (RBBB). The hybrid model uses the CNN blocks for deep feature extraction and selection from the ECG beat. While the LSTM layer will learn how to extract contextual time information. The results show that the proposed hybrid CNN-LSTM model achieves high accuracy and sensitivity of 98.22% and 98.23% respectively. This model is light and fast in classifying ECG beats and superior to other previously used models which makes it very suitable for embedded systems designs that can be used in clinical applications for monitoring heart diseases in faster and more efficient manner.",17,2021,http://dx.doi.org/10.18280/ts.380503,No
"Lu, JH; Liu, DS; Liu, ZL; Cheng, X; Wei, L; Zhang, C; Zou, XC; Liu, B",Efficient Hardware Architecture of Convolutional Neural Network for ECG Classification in Wearable Healthcare Device,"Nowadays, with the increasing shortage of traditional medical resources, the existing portable monitoring healthcare device is no longer satisfactory. Thus, wearable healthcare device with diagnostic capability is becoming much more desirable. However, the design of wearable healthcare device faces the challenge of limited hardware resource and high diagnostic accuracy. In this paper, an efficient hardware architecture is proposed to implement a 1-D CNN with global average pooling (GAP) specially for embedded electrocardiogram (ECG) classification. The GAP is implemented by substituting division into shifting operation without extra computing resource consumption and it can largely reduce the parameters of the network. The fully pipelined processing unit (PU) array is designed to increase computing efficiency. A sign bit based dynamic activation strategy is developed for removing redundant multiplications and resource consumption of ReLU. The proposed efficient hardware architecture is implemented on Xilinx Zyny ZC706 hoard and achieves an average performance of 25.7 GOP/s under 200-MHz with resource consumption of 1538 LUT, which makes resource efficiency improved by more than 3x compared with non-optimized case. The averaged classification accuracy of five ECG beats classes is 99.10%. In brief, the proposed efficient hardware design is prospective for wearable healthcare device especially in ECG classification area.",16,2021,http://dx.doi.org/10.1109/TCSI.2021.3072622,No
"Jeon, E; Oh, K; Kwon, S; Son, H; Yun, Y; Jung, ES; Kim, MS",A Lightweight Deep Learning Model for Fast Electrocardiographic Beats Classification With a Wearable Cardiac Monitor: Development and Validation Study,"Background: Electrocardiographic (ECG) monitors have been widely used for diagnosing cardiac arrhythmias for decades. However, accurate analysis of ECG signals is difficult and time-consuming work because large amounts of beats need to be inspected. In order to enhance ECG beat classification, machine learning and deep learning methods have been studied. However, existing studies have limitations in model rigidity, model complexity, and inference speed. Objective: To classify ECG beats effectively and efficiently, we propose a baseline model with recurrent neural networks (RNNs). Furthermore, we also propose a lightweight model with fused RNN for speeding up the prediction time on central processing units (CPUs). Methods: We used 48 ECGs from the MIT-BIH (Massachusetts Institute of Technology-Beth Israel Hospital) Arrhythmia Database, and 76 ECGs were collected with S-Patch devices developed by Samsung SDS. We developed both baseline and lightweight models on the MXNet framework. We trained both models on graphics processing units and measured both models' inference times on CPUs. Results: Our models achieved overall beat classification accuracies of 99.72% for the baseline model with RNN and 99.80% for the lightweight model with fused RNN. Moreover, our lightweight model reduced the inference time on CPUs without any loss of accuracy. The inference time for the lightweight model for 24-hour ECGs was 3 minutes, which is 5 times faster than the baseline model. Conclusions: Both our baseline and lightweight models achieved cardiologist-level accuracies. Furthermore, our lightweight model is competitive on CPU-based wearable hardware.",14,2020,http://dx.doi.org/10.2196/17037,Yes
"Wu, JQ; Li, FT; Chen, ZJ; Pu, Y; Zhan, MY",A Neural Network-Based ECG Classification Processor With Exploitation of Heartbeat Similarity,"This paper presents a neural network based processor with improved computation efficiency, which aims at multiclass heartbeat recognition in wearable devices. A lightweight classification algorithm that integrates both bi-directional long short-term memory (BLSTM) and convolutional neural networks (CNN) is proposed to deliver high accuracy with minimal network scale. To reduce energy consumption of the classification algorithm, the similarity between consecutive heartbeats is exploited to achieve a high degree of computation reuse in hardware architecture. In addition, neural network compression techniques are adopted in the procedure of inference to save hardware resources. Synthesized in the SMIC 40LL CMOS process, the prototype design has a total area of 1.40 mm(2) with 186.2 kB of static random-access memory (SRAM) capacity. Based on the simulation, this processor achieves an average energy efficiency of 3.52 GOPS/mW under 1.1 V supply at 100 MHz frequency. Compared with the design without computation reuse, the proposed processor provides a speedup by 2.58x and an energy dissipation reduction by 61.27% per classification. This work is a valuable exploration of neural network based design for long-term arrhythmia monitoring in daily life.",11,2019,http://dx.doi.org/10.1109/ACCESS.2019.2956179,No
"Lu, JH; Liu, DS; Cheng, X; Wei, L; Hu, A; Zou, XC",An Efficient Unstructured Sparse Convolutional Neural Network Accelerator for Wearable ECG Classification Device,"Convolution neural network (CNN) with pruning techniques has shown remarkable prospects in electrocardiogram (ECG) classification. However, efficiently deploying the existing pruned neural network to wearable devices for ECG classification is a great challenge due to the limited hardware resource and randomly distributed sparse weights. To address this issue, an efficient unstructured sparse CNN accelerator is proposed in this paper. A tile-first dataflow with compressed data storage format is presented to skip zero weight multiplications and increase the computing efficiency during inference of small-scale model with large sparsity. The two-level weight index matching structure in the dataflow exploits shifting operation to select valid data pairs and maintain the fully-pipelined calculation process. A configurable processing element (PE) array with 32-bit instruction control is proposed to increase the flexibility of the accelerator. Verified in FPGA and post-synthesis simulations in SMIC 40nm process, the proposed sparse CNN accelerator consumes 3.93 mu J/classification at 2MHz clock frequency and it achieves an averaged ECG classification accuracy of 98.99%. A computing efficiency of 118.75% is realized which is improved by 48% compared to the dense baseline. In brief, the proposed efficient CNN accelerator is especially suitable for wearable ECG classification device.",10,2022,http://dx.doi.org/10.1109/TCSI.2022.3194636,No
"Feyisa, DW; Debelee, TG; Ayano, YM; Kebede, SR; Assore, TF",Lightweight Multireceptive Field CNN for 12-Lead ECG Signal Classification,"The electrical activity produced during the heartbeat is measured and recorded by an ECG. Cardiologists can interpret the ECG machine's signals and determine the heart's health condition and related causes of ECG signal abnormalities. However, cardiologist shortage is a challenge in both developing and developed countries. Moreover, the experience of a cardiologist matters in the accurate interpretation of the ECG signal, as the interpretation of ECG is quite tricky even for experienced doctors. Therefore, developing computer-aided ECG interpretation is required for its wide-reaching effect. 12-lead ECG generates a 1D signal with 12 channels among the well-known time-series data. Classical machine learning can develop automatic detection, but deep learning is more effective in the classification task. 1D-CNN is being widely used for CVDS detection from ECG datasets. However, adopting a deep learning model designed for computer vision can be problematic because of its massive parameters and the need for many samples to train. In many detection tasks ranging from semantic segmentation of medical images to time-series data classification, multireceptive field CNN has improved performance. Notably, the nature of the ECG dataset made performance improvement possible by using a multireceptive field CNN (MRF-CNN). Using MRF-CNN, it is possible to design a model that considers semantic context information within ECG signals with different sizes. As a result, this study has designed a multireceptive field CNN architecture for ECG classification. The proposed multireceptive field CNN architecture can improve the performance of ECG signal classification. We have achieved a 0.72 F-1 score and 0.93 AUC for 5 superclasses, a 0.46 F-1 score and 0.92 AUC for 20 subclasses, and a 0.31 F-1 score and 0.92 AUC for all the diagnostic classes of the PTB-XL dataset.",10,2022,http://dx.doi.org/10.1155/2022/8413294,No
"Cheng, X; Liu, DS; Lu, JH; Wei, L; Hu, A; Lei, JM; Zou, ZG; Zou, XC; Jiang, QM",Efficient hardware design of a deep U-net model for pixel-level ECG classification in healthcare device,"Nowadays, deep learning algorithm has been widely used for automatic electrocardiogram (ECG) classification. However, most algorithms can only classify single heartbeat, which requires complex heartbeat extraction preprocessing. In addition, the traditional software implementation on CPU or GPU platform faces the challenge of low computing efficiency and high resource consumption. In this work, a deep one-dimensional (1D) U-net is proposed, which can classify the original continuous ECG segment at the pixel level. And an efficient hardware architecture is presented to implement the 1D U-net. A two-stage pipeline Winograd structure is designed to increase computing efficiency. A 3D processing element (PE) array is developed to improve resource utilization and overall throughput. Implemented on Xilinx Zynq ZC706 board, experimental results show that the proposed 1D U-net achieves an average accuracy of 95.55% for the pixel-level classification of five heartbeats. In terms of hardware performance, resource efficiency and computing efficiency reach 8.27 GOPS/kLUT and 123% respectively at 200 MHz clock frequency.",9,2022,http://dx.doi.org/10.1016/j.mejo.2022.105492,No
